stasiun,pm10,so2,co,o3,no2,max,critical,categori
4.0,34.0,37.0,8.0,56.0,9.0,56.0,0.0,2.0
4.0,25.0,30.0,5.0,48.0,2.0,48.0,0.0,1.0
4.0,25.0,29.0,9.0,26.0,4.0,29.0,3.0,1.0
4.0,17.0,31.0,5.0,26.0,4.0,31.0,3.0,1.0
4.0,35.0,38.0,11.0,25.0,4.0,38.0,3.0,1.0
4.0,27.0,31.0,4.0,25.0,3.0,31.0,3.0,1.0
4.0,30.0,41.0,5.0,33.0,2.0,41.0,3.0,1.0
4.0,34.0,37.0,10.0,32.0,7.0,37.0,3.0,1.0
4.0,22.0,26.0,7.0,34.0,8.0,34.0,0.0,1.0
4.0,25.0,31.0,5.0,33.0,3.0,33.0,0.0,1.0
4.0,20.0,26.0,7.0,40.0,8.0,40.0,0.0,1.0
4.0,22.0,26.0,5.0,31.0,3.0,31.0,0.0,1.0
4.0,15.0,26.0,4.0,28.0,8.0,28.0,0.0,1.0
4.0,20.0,34.0,4.0,39.0,3.0,39.0,0.0,1.0
4.0,16.0,30.0,4.0,38.0,3.0,38.0,0.0,1.0
4.0,21.0,28.0,5.0,29.0,3.0,29.0,0.0,1.0
4.0,28.0,33.0,6.0,20.0,3.0,33.0,3.0,1.0
4.0,12.0,26.0,4.0,18.0,8.0,26.0,3.0,1.0
4.0,19.0,29.0,5.0,39.0,2.0,39.0,0.0,1.0
4.0,32.0,30.0,9.0,34.0,3.0,34.0,0.0,1.0
4.0,29.0,31.0,9.0,28.0,2.0,31.0,3.0,1.0
4.0,24.0,27.0,7.0,18.0,3.0,27.0,3.0,1.0
4.0,17.0,33.0,4.0,26.0,8.0,33.0,3.0,1.0
4.0,18.0,32.0,4.0,41.0,8.0,41.0,0.0,1.0
4.0,22.0,33.0,5.0,35.0,3.0,35.0,0.0,1.0
4.0,15.0,28.0,4.0,27.0,8.0,28.0,3.0,1.0
4.0,16.0,7.0,3.0,21.0,2.0,21.0,0.0,1.0
4.0,18.0,13.0,6.0,24.0,3.0,24.0,0.0,1.0
0.0,29.0,8.0,19.0,27.0,14.0,29.0,2.0,1.0
0.0,37.0,10.0,24.0,28.0,12.0,37.0,2.0,1.0
0.0,24.0,8.0,29.0,21.0,14.0,29.0,0.0,1.0
0.0,43.0,8.0,30.0,29.0,12.0,43.0,2.0,1.0
0.0,50.0,9.0,26.0,32.0,18.0,50.0,2.0,1.0
0.0,51.0,19.0,28.0,25.0,16.0,51.0,2.0,2.0
0.0,29.0,8.0,24.0,26.0,12.0,29.0,2.0,1.0
0.0,35.0,7.0,18.0,33.0,12.0,35.0,2.0,1.0
0.0,38.0,8.0,25.0,51.0,15.0,51.0,1.0,2.0
0.0,53.0,9.0,24.0,31.0,16.0,53.0,2.0,2.0
0.0,51.0,6.0,25.0,21.0,18.0,51.0,2.0,2.0
0.0,52.0,7.0,24.0,41.0,16.0,52.0,2.0,2.0
0.0,24.0,5.0,18.0,28.0,12.0,28.0,1.0,1.0
0.0,38.0,8.0,27.0,17.0,11.0,38.0,2.0,1.0
0.0,30.0,5.0,16.0,20.0,13.0,30.0,2.0,1.0
0.0,35.0,11.0,15.0,22.0,14.0,35.0,2.0,1.0
0.0,31.0,8.0,16.0,30.0,13.0,31.0,2.0,1.0
0.0,28.0,5.0,5.0,29.0,9.0,29.0,1.0,1.0
0.0,20.0,4.0,10.0,27.0,9.0,27.0,1.0,1.0
0.0,19.0,5.0,14.0,25.0,13.0,25.0,1.0,1.0
0.0,42.0,5.0,15.0,27.0,13.0,42.0,2.0,1.0
0.0,33.0,5.0,16.0,22.0,13.0,33.0,2.0,1.0
0.0,53.0,6.0,17.0,25.0,16.0,25.0,1.0,1.0
1.0,50.0,9.0,14.0,30.0,6.0,50.0,2.0,1.0
1.0,36.0,9.0,19.0,33.0,6.0,36.0,2.0,1.0
1.0,36.0,7.0,12.0,31.0,7.0,36.0,2.0,1.0
1.0,53.0,8.0,20.0,38.0,6.0,38.0,1.0,1.0
1.0,63.0,9.0,19.0,42.0,8.0,63.0,2.0,2.0
1.0,54.0,9.0,22.0,45.0,8.0,54.0,2.0,2.0
1.0,20.0,7.0,11.0,45.0,7.0,45.0,1.0,1.0
1.0,37.0,8.0,18.0,43.0,7.0,43.0,1.0,1.0
1.0,43.0,7.0,20.0,91.0,13.0,91.0,1.0,2.0
1.0,75.0,12.0,19.0,67.0,9.0,75.0,2.0,2.0
1.0,65.0,9.0,14.0,76.0,9.0,76.0,1.0,2.0
1.0,63.0,13.0,10.0,80.0,7.0,80.0,1.0,2.0
1.0,70.0,13.0,23.0,51.0,7.0,70.0,2.0,2.0
1.0,26.0,7.0,13.0,51.0,5.0,51.0,1.0,2.0
1.0,46.0,10.0,25.0,30.0,9.0,46.0,2.0,1.0
1.0,33.0,8.0,15.0,29.0,6.0,33.0,2.0,1.0
1.0,25.0,7.0,11.0,32.0,5.0,32.0,1.0,1.0
1.0,30.0,8.0,15.0,29.0,7.0,30.0,2.0,1.0
1.0,48.0,8.0,11.0,32.0,6.0,48.0,2.0,1.0
1.0,20.0,7.0,7.0,34.0,3.0,34.0,1.0,1.0
1.0,28.0,7.0,4.0,35.0,3.0,35.0,1.0,1.0
1.0,26.0,7.0,7.0,31.0,5.0,31.0,1.0,1.0
1.0,34.0,8.0,14.0,32.0,8.0,34.0,2.0,1.0
1.0,43.0,8.0,13.0,30.0,8.0,43.0,2.0,1.0
1.0,42.0,8.0,12.0,26.0,8.0,42.0,2.0,1.0
1.0,60.0,11.0,32.0,28.0,10.0,60.0,2.0,2.0
2.0,38.0,15.0,35.0,45.0,8.0,45.0,1.0,1.0
2.0,55.0,14.0,26.0,45.0,8.0,55.0,2.0,2.0
2.0,51.0,14.0,28.0,50.0,7.0,51.0,2.0,2.0
2.0,26.0,14.0,20.0,48.0,10.0,48.0,1.0,1.0
2.0,46.0,14.0,35.0,46.0,11.0,46.0,2.0,1.0
2.0,44.0,15.0,27.0,52.0,8.0,52.0,1.0,2.0
2.0,53.0,16.0,26.0,45.0,9.0,53.0,2.0,2.0
2.0,55.0,16.0,23.0,68.0,9.0,68.0,1.0,2.0
2.0,57.0,15.0,36.0,56.0,8.0,57.0,2.0,2.0
2.0,52.0,17.0,35.0,55.0,15.0,55.0,1.0,2.0
2.0,38.0,16.0,30.0,59.0,10.0,59.0,1.0,2.0
2.0,53.0,16.0,28.0,35.0,6.0,53.0,2.0,2.0
2.0,43.0,15.0,21.0,35.0,7.0,43.0,2.0,1.0
2.0,33.0,15.0,25.0,38.0,7.0,38.0,1.0,1.0
2.0,32.0,14.0,21.0,39.0,8.0,39.0,1.0,1.0
2.0,31.0,13.0,25.0,44.0,8.0,44.0,1.0,1.0
2.0,49.0,15.0,27.0,49.0,6.0,49.0,2.0,1.0
2.0,50.0,15.0,33.0,48.0,13.0,50.0,2.0,1.0
3.0,57.0,30.0,14.0,33.0,3.0,57.0,2.0,2.0
3.0,52.0,30.0,16.0,36.0,3.0,52.0,2.0,2.0
3.0,43.0,30.0,32.0,32.0,5.0,43.0,2.0,1.0
3.0,59.0,30.0,36.0,41.0,4.0,59.0,2.0,2.0
3.0,59.0,30.0,16.0,33.0,3.0,59.0,2.0,2.0
3.0,74.0,30.0,11.0,66.0,3.0,74.0,2.0,2.0
3.0,47.0,30.0,23.0,38.0,4.0,47.0,2.0,1.0
3.0,51.0,31.0,22.0,76.0,4.0,76.0,1.0,2.0
3.0,69.0,32.0,24.0,98.0,7.0,98.0,1.0,2.0
3.0,53.0,35.0,13.0,101.0,4.0,101.0,1.0,0.0
3.0,53.0,33.0,16.0,53.0,4.0,33.0,4.0,1.0
3.0,81.0,33.0,19.0,53.0,4.0,81.0,2.0,2.0
3.0,62.0,23.0,32.0,93.0,4.0,93.0,1.0,2.0
3.0,54.0,22.0,20.0,51.0,3.0,54.0,2.0,2.0
3.0,30.0,20.0,11.0,68.0,3.0,68.0,1.0,2.0
3.0,34.0,20.0,22.0,80.0,4.0,80.0,1.0,2.0
3.0,58.0,19.0,34.0,85.0,4.0,85.0,1.0,2.0
3.0,39.0,19.0,13.0,53.0,8.0,39.0,2.0,1.0
3.0,32.0,19.0,13.0,65.0,8.0,65.0,1.0,2.0
3.0,40.0,19.0,15.0,92.0,4.0,92.0,1.0,2.0
3.0,52.0,19.0,21.0,89.0,5.0,89.0,1.0,2.0
3.0,54.0,18.0,20.0,84.0,2.0,84.0,1.0,2.0
3.0,56.0,21.0,27.0,104.0,6.0,104.0,1.0,0.0
4.0,37.0,14.0,28.0,73.0,6.0,73.0,1.0,2.0
4.0,33.0,16.0,27.0,64.0,7.0,64.0,1.0,2.0
4.0,34.0,14.0,31.0,51.0,9.0,51.0,1.0,2.0
4.0,48.0,19.0,23.0,50.0,9.0,50.0,1.0,1.0
4.0,55.0,28.0,22.0,46.0,6.0,55.0,2.0,2.0
4.0,26.0,15.0,22.0,67.0,6.0,67.0,1.0,2.0
4.0,48.0,15.0,24.0,50.0,6.0,50.0,1.0,1.0
4.0,34.0,15.0,23.0,51.0,4.0,51.0,1.0,2.0
4.0,52.0,22.0,19.0,36.0,8.0,52.0,2.0,2.0
4.0,43.0,20.0,18.0,106.0,8.0,106.0,1.0,0.0
4.0,44.0,17.0,19.0,83.0,8.0,83.0,1.0,2.0
4.0,53.0,18.0,26.0,60.0,7.0,60.0,1.0,2.0
4.0,56.0,19.0,25.0,62.0,11.0,62.0,1.0,2.0
4.0,24.0,15.0,15.0,49.0,3.0,49.0,1.0,1.0
4.0,48.0,20.0,21.0,62.0,6.0,62.0,1.0,2.0
4.0,21.0,15.0,14.0,73.0,5.0,73.0,1.0,2.0
4.0,34.0,16.0,19.0,46.0,7.0,46.0,1.0,1.0
4.0,32.0,15.0,22.0,55.0,7.0,55.0,1.0,2.0
4.0,21.0,15.0,12.0,88.0,3.0,88.0,1.0,2.0
4.0,18.0,15.0,11.0,89.0,2.0,89.0,1.0,2.0
4.0,20.0,14.0,15.0,83.0,5.0,83.0,1.0,2.0
4.0,40.0,18.0,17.0,52.0,7.0,52.0,1.0,2.0
4.0,27.0,19.0,22.0,50.0,10.0,50.0,1.0,1.0
0.0,30.0,20.0,10.0,32.0,9.0,32.0,1.0,1.0
0.0,27.0,22.0,12.0,29.0,8.0,29.0,1.0,1.0
0.0,39.0,22.0,14.0,32.0,10.0,39.0,2.0,1.0
0.0,34.0,22.0,14.0,38.0,10.0,38.0,1.0,1.0
0.0,35.0,22.0,12.0,31.0,9.0,35.0,2.0,1.0
0.0,46.0,23.0,16.0,32.0,9.0,46.0,2.0,1.0
0.0,37.0,23.0,26.0,33.0,11.0,37.0,2.0,1.0
0.0,41.0,26.0,20.0,30.0,11.0,41.0,2.0,1.0
0.0,52.0,23.0,29.0,24.0,12.0,52.0,2.0,2.0
0.0,24.0,24.0,18.0,25.0,8.0,25.0,1.0,1.0
0.0,34.0,31.0,25.0,23.0,8.0,34.0,2.0,1.0
0.0,27.0,23.0,9.0,33.0,4.0,33.0,1.0,1.0
0.0,33.0,26.0,12.0,36.0,8.0,36.0,1.0,1.0
0.0,34.0,28.0,13.0,27.0,7.0,34.0,2.0,1.0
0.0,29.0,22.0,13.0,36.0,8.0,36.0,1.0,1.0
0.0,37.0,29.0,14.0,31.0,6.0,37.0,2.0,1.0
0.0,61.0,34.0,36.0,58.0,15.0,61.0,2.0,2.0
0.0,47.0,30.0,15.0,33.0,9.0,47.0,2.0,1.0
0.0,30.0,36.0,14.0,26.0,9.0,36.0,4.0,1.0
0.0,40.0,36.0,18.0,28.0,15.0,40.0,2.0,1.0
0.0,41.0,19.0,27.0,19.0,18.0,41.0,2.0,1.0
0.0,44.0,19.0,24.0,16.0,13.0,44.0,2.0,1.0
0.0,27.0,19.0,31.0,27.0,12.0,31.0,0.0,1.0
0.0,25.0,19.0,21.0,39.0,13.0,39.0,1.0,1.0
0.0,63.0,19.0,27.0,40.0,17.0,63.0,2.0,2.0
0.0,44.0,10.0,22.0,25.0,16.0,44.0,2.0,1.0
1.0,31.0,7.0,8.0,41.0,5.0,41.0,1.0,1.0
1.0,23.0,7.0,9.0,35.0,6.0,35.0,1.0,1.0
1.0,47.0,7.0,16.0,45.0,8.0,47.0,2.0,1.0
1.0,45.0,7.0,10.0,44.0,8.0,45.0,2.0,1.0
1.0,41.0,7.0,11.0,44.0,6.0,44.0,1.0,1.0
1.0,54.0,7.0,16.0,41.0,8.0,54.0,2.0,2.0
1.0,46.0,7.0,30.0,45.0,8.0,46.0,2.0,1.0
1.0,51.0,8.0,17.0,48.0,8.0,51.0,2.0,2.0
1.0,64.0,7.0,24.0,45.0,10.0,64.0,2.0,2.0
1.0,43.0,8.0,19.0,32.0,9.0,43.0,2.0,1.0
1.0,44.0,8.0,20.0,35.0,9.0,44.0,2.0,1.0
1.0,34.0,7.0,11.0,34.0,5.0,34.0,2.0,1.0
1.0,37.0,8.0,9.0,35.0,7.0,37.0,2.0,1.0
1.0,32.0,8.0,7.0,35.0,9.0,35.0,1.0,1.0
1.0,33.0,7.0,11.0,37.0,9.0,37.0,1.0,1.0
1.0,51.0,7.0,16.0,39.0,10.0,51.0,2.0,2.0
1.0,86.0,14.0,26.0,81.0,11.0,86.0,2.0,2.0
1.0,41.0,7.0,10.0,44.0,7.0,44.0,1.0,1.0
1.0,53.0,8.0,13.0,35.0,6.0,53.0,2.0,2.0
1.0,34.0,7.0,11.0,30.0,8.0,34.0,2.0,1.0
1.0,62.0,10.0,15.0,44.0,7.0,62.0,2.0,2.0
1.0,39.0,8.0,12.0,26.0,8.0,39.0,2.0,1.0
1.0,55.0,10.0,21.0,25.0,7.0,55.0,2.0,2.0
1.0,30.0,7.0,24.0,28.0,8.0,30.0,2.0,1.0
1.0,58.0,12.0,30.0,75.0,7.0,75.0,1.0,2.0
1.0,48.0,11.0,10.0,83.0,7.0,83.0,1.0,2.0
1.0,53.0,13.0,24.0,43.0,8.0,43.0,1.0,1.0
1.0,52.0,8.0,19.0,67.0,6.0,67.0,1.0,2.0
1.0,34.0,7.0,9.0,40.0,7.0,40.0,1.0,1.0
1.0,53.0,7.0,15.0,35.0,7.0,53.0,2.0,2.0
2.0,38.0,11.0,25.0,41.0,8.0,41.0,1.0,1.0
2.0,51.0,11.0,27.0,51.0,8.0,51.0,2.0,2.0
2.0,51.0,11.0,18.0,51.0,8.0,51.0,2.0,2.0
2.0,52.0,12.0,25.0,57.0,4.0,57.0,1.0,2.0
2.0,38.0,11.0,22.0,52.0,8.0,52.0,1.0,2.0
2.0,47.0,10.0,20.0,44.0,5.0,47.0,2.0,1.0
2.0,31.0,11.0,27.0,38.0,8.0,38.0,1.0,1.0
2.0,26.0,11.0,20.0,31.0,8.0,31.0,1.0,1.0
2.0,30.0,11.0,17.0,41.0,8.0,41.0,1.0,1.0
2.0,42.0,11.0,15.0,39.0,8.0,42.0,2.0,1.0
2.0,38.0,11.0,14.0,40.0,8.0,40.0,1.0,1.0
2.0,44.0,11.0,16.0,63.0,6.0,63.0,1.0,2.0
2.0,44.0,12.0,25.0,60.0,5.0,60.0,1.0,2.0
2.0,50.0,12.0,20.0,65.0,6.0,65.0,1.0,2.0
2.0,53.0,14.0,24.0,59.0,6.0,59.0,1.0,2.0
2.0,50.0,14.0,31.0,44.0,12.0,50.0,2.0,1.0
2.0,40.0,14.0,34.0,35.0,5.0,40.0,2.0,1.0
2.0,36.0,14.0,29.0,78.0,11.0,78.0,1.0,2.0
2.0,37.0,13.0,17.0,65.0,8.0,65.0,1.0,2.0
2.0,45.0,14.0,27.0,54.0,8.0,54.0,1.0,2.0
3.0,33.0,36.0,13.0,36.0,6.0,36.0,4.0,1.0
3.0,45.0,36.0,25.0,46.0,5.0,46.0,1.0,1.0
3.0,51.0,37.0,15.0,46.0,6.0,51.0,2.0,2.0
3.0,48.0,38.0,14.0,51.0,5.0,51.0,1.0,2.0
3.0,40.0,39.0,19.0,50.0,5.0,50.0,1.0,1.0
3.0,56.0,37.0,33.0,41.0,6.0,56.0,2.0,2.0
3.0,50.0,38.0,18.0,47.0,6.0,50.0,2.0,1.0
3.0,52.0,40.0,16.0,47.0,5.0,52.0,2.0,2.0
3.0,82.0,38.0,31.0,30.0,6.0,82.0,2.0,2.0
3.0,44.0,37.0,18.0,33.0,6.0,44.0,2.0,1.0
3.0,36.0,38.0,20.0,30.0,5.0,38.0,4.0,1.0
3.0,43.0,38.0,9.0,43.0,2.0,43.0,2.0,1.0
3.0,33.0,38.0,11.0,51.0,3.0,51.0,1.0,2.0
3.0,32.0,32.0,11.0,48.0,6.0,48.0,1.0,1.0
3.0,35.0,29.0,10.0,52.0,5.0,52.0,1.0,2.0
3.0,59.0,30.0,15.0,75.0,6.0,75.0,1.0,2.0
3.0,56.0,31.0,13.0,50.0,7.0,56.0,2.0,2.0
3.0,54.0,30.0,17.0,50.0,4.0,54.0,2.0,2.0
3.0,82.0,31.0,25.0,53.0,5.0,82.0,2.0,2.0
3.0,60.0,32.0,20.0,44.0,7.0,60.0,2.0,2.0
3.0,71.0,30.0,22.0,29.0,5.0,71.0,2.0,2.0
3.0,37.0,29.0,26.0,35.0,3.0,37.0,2.0,1.0
3.0,63.0,30.0,29.0,71.0,4.0,71.0,1.0,2.0
3.0,47.0,30.0,13.0,73.0,4.0,73.0,1.0,2.0
3.0,72.0,31.0,36.0,53.0,6.0,72.0,2.0,2.0
3.0,63.0,30.0,27.0,92.0,5.0,92.0,1.0,2.0
3.0,33.0,30.0,14.0,80.0,5.0,80.0,1.0,2.0
3.0,56.0,30.0,18.0,37.0,5.0,56.0,2.0,2.0
4.0,35.0,13.0,18.0,46.0,8.0,46.0,1.0,1.0
4.0,22.0,15.0,24.0,102.0,7.0,102.0,1.0,0.0
4.0,44.0,17.0,21.0,63.0,7.0,63.0,1.0,2.0
4.0,40.0,18.0,19.0,85.0,9.0,85.0,1.0,2.0
4.0,37.0,21.0,18.0,62.0,5.0,62.0,1.0,2.0
4.0,58.0,18.0,28.0,64.0,9.0,64.0,1.0,2.0
4.0,49.0,21.0,22.0,70.0,10.0,70.0,1.0,2.0
4.0,25.0,17.0,17.0,47.0,7.0,47.0,1.0,1.0
4.0,36.0,17.0,22.0,80.0,9.0,80.0,1.0,2.0
4.0,24.0,18.0,13.0,46.0,3.0,46.0,1.0,1.0
4.0,34.0,24.0,15.0,50.0,4.0,50.0,1.0,1.0
4.0,40.0,26.0,17.0,33.0,7.0,40.0,2.0,1.0
4.0,25.0,16.0,15.0,51.0,4.0,51.0,1.0,2.0
4.0,65.0,18.0,30.0,57.0,5.0,65.0,2.0,2.0
4.0,67.0,20.0,35.0,98.0,10.0,98.0,1.0,2.0
4.0,41.0,18.0,17.0,52.0,7.0,52.0,1.0,2.0
4.0,43.0,16.0,19.0,45.0,8.0,45.0,1.0,1.0
4.0,52.0,18.0,21.0,41.0,8.0,52.0,2.0,2.0
4.0,57.0,17.0,34.0,47.0,9.0,57.0,2.0,2.0
4.0,55.0,15.0,29.0,50.0,10.0,55.0,2.0,2.0
4.0,46.0,15.0,27.0,40.0,7.0,46.0,2.0,1.0
4.0,36.0,14.0,27.0,80.0,6.0,80.0,1.0,2.0
4.0,31.0,14.0,17.0,58.0,7.0,58.0,1.0,2.0
4.0,65.0,16.0,35.0,65.0,9.0,65.0,2.0,2.0
4.0,56.0,17.0,25.0,73.0,5.0,73.0,1.0,2.0
4.0,27.0,19.0,16.0,61.0,8.0,61.0,1.0,2.0
4.0,46.0,16.0,24.0,44.0,7.0,46.0,2.0,1.0
0.0,69.0,18.0,6.0,65.0,11.0,69.0,2.0,2.0
0.0,68.0,17.0,7.0,47.0,11.0,68.0,2.0,2.0
0.0,54.0,18.0,7.0,32.0,9.0,54.0,2.0,2.0
0.0,70.0,18.0,8.0,43.0,12.0,70.0,2.0,2.0
0.0,63.0,20.0,5.0,40.0,9.0,63.0,2.0,2.0
0.0,58.0,21.0,7.0,39.0,12.0,58.0,2.0,2.0
0.0,53.0,22.0,6.0,33.0,12.0,53.0,2.0,2.0
0.0,60.0,20.0,6.0,59.0,15.0,60.0,2.0,2.0
0.0,54.0,16.0,8.0,67.0,12.0,67.0,1.0,2.0
0.0,62.0,19.0,8.0,80.0,17.0,80.0,1.0,2.0
0.0,73.0,17.0,9.0,47.0,16.0,73.0,2.0,2.0
0.0,62.0,17.0,6.0,60.0,9.0,62.0,2.0,2.0
0.0,61.0,19.0,5.0,44.0,10.0,61.0,2.0,2.0
0.0,64.0,21.0,6.0,55.0,16.0,64.0,2.0,2.0
0.0,57.0,16.0,6.0,31.0,12.0,57.0,2.0,2.0
0.0,48.0,19.0,5.0,24.0,11.0,48.0,2.0,1.0
0.0,56.0,24.0,7.0,39.0,10.0,56.0,2.0,2.0
0.0,55.0,21.0,7.0,54.0,15.0,55.0,2.0,2.0
0.0,68.0,17.0,6.0,66.0,10.0,68.0,2.0,2.0
0.0,66.0,16.0,8.0,77.0,12.0,77.0,1.0,2.0
0.0,59.0,19.0,8.0,58.0,12.0,59.0,2.0,2.0
0.0,56.0,16.0,6.0,49.0,15.0,56.0,2.0,2.0
0.0,62.0,16.0,7.0,85.0,11.0,85.0,1.0,2.0
0.0,60.0,18.0,7.0,56.0,13.0,60.0,2.0,2.0
0.0,64.0,18.0,7.0,60.0,11.0,64.0,2.0,2.0
0.0,59.0,19.0,5.0,45.0,10.0,59.0,2.0,2.0
0.0,58.0,21.0,6.0,56.0,11.0,58.0,2.0,2.0
0.0,68.0,20.0,7.0,89.0,14.0,89.0,1.0,2.0
0.0,66.0,19.0,7.0,107.0,14.0,107.0,1.0,0.0
0.0,68.0,17.0,7.0,104.0,12.0,104.0,1.0,0.0
0.0,56.0,19.0,7.0,62.0,14.0,62.0,1.0,2.0
1.0,74.0,29.0,10.0,69.0,14.0,74.0,2.0,2.0
1.0,79.0,24.0,14.0,64.0,13.0,79.0,2.0,2.0
1.0,58.0,27.0,9.0,54.0,10.0,58.0,2.0,2.0
1.0,62.0,20.0,14.0,67.0,14.0,67.0,1.0,2.0
1.0,65.0,24.0,8.0,57.0,12.0,65.0,2.0,2.0
1.0,75.0,39.0,12.0,53.0,16.0,75.0,2.0,2.0
1.0,57.0,30.0,9.0,47.0,16.0,57.0,2.0,2.0
1.0,69.0,28.0,9.0,84.0,12.0,84.0,1.0,2.0
1.0,60.0,18.0,12.0,102.0,11.0,102.0,1.0,0.0
1.0,73.0,23.0,13.0,78.0,13.0,78.0,1.0,2.0
1.0,68.0,20.0,12.0,61.0,9.0,68.0,2.0,2.0
1.0,68.0,21.0,9.0,54.0,12.0,68.0,2.0,2.0
1.0,69.0,23.0,9.0,71.0,10.0,71.0,1.0,2.0
1.0,61.0,18.0,8.0,43.0,9.0,61.0,2.0,2.0
1.0,55.0,20.0,7.0,44.0,11.0,55.0,2.0,2.0
1.0,62.0,31.0,10.0,54.0,13.0,62.0,2.0,2.0
1.0,56.0,25.0,8.0,72.0,11.0,72.0,1.0,2.0
1.0,71.0,25.0,12.0,81.0,10.0,81.0,1.0,2.0
1.0,53.0,20.0,13.0,53.0,9.0,20.0,4.0,1.0
1.0,63.0,22.0,10.0,55.0,14.0,63.0,2.0,2.0
1.0,60.0,17.0,9.0,62.0,10.0,62.0,1.0,2.0
1.0,61.0,17.0,9.0,71.0,8.0,71.0,1.0,2.0
1.0,64.0,21.0,10.0,73.0,13.0,73.0,1.0,2.0
1.0,69.0,19.0,9.0,70.0,10.0,70.0,1.0,2.0
1.0,62.0,20.0,8.0,56.0,6.0,62.0,2.0,2.0
1.0,67.0,31.0,9.0,62.0,12.0,67.0,2.0,2.0
1.0,65.0,21.0,9.0,112.0,11.0,112.0,1.0,0.0
1.0,64.0,20.0,13.0,101.0,14.0,101.0,1.0,0.0
2.0,63.0,13.0,15.0,71.0,6.0,71.0,1.0,2.0
2.0,68.0,14.0,20.0,59.0,11.0,68.0,2.0,2.0
2.0,58.0,14.0,23.0,88.0,10.0,88.0,1.0,2.0
2.0,48.0,13.0,16.0,71.0,6.0,71.0,1.0,2.0
2.0,57.0,15.0,16.0,48.0,8.0,57.0,2.0,2.0
2.0,53.0,15.0,16.0,56.0,7.0,56.0,1.0,2.0
2.0,51.0,15.0,15.0,61.0,12.0,61.0,1.0,2.0
2.0,56.0,15.0,15.0,73.0,9.0,73.0,1.0,2.0
2.0,49.0,14.0,14.0,64.0,6.0,64.0,1.0,2.0
2.0,65.0,15.0,21.0,113.0,10.0,113.0,1.0,0.0
2.0,71.0,16.0,20.0,111.0,10.0,111.0,1.0,0.0
2.0,64.0,15.0,24.0,78.0,8.0,78.0,1.0,2.0
2.0,64.0,15.0,20.0,71.0,13.0,71.0,1.0,2.0
2.0,66.0,16.0,15.0,59.0,9.0,66.0,2.0,2.0
2.0,61.0,16.0,14.0,51.0,7.0,61.0,2.0,2.0
2.0,50.0,17.0,13.0,37.0,8.0,50.0,2.0,1.0
2.0,53.0,20.0,17.0,58.0,14.0,58.0,1.0,2.0
2.0,53.0,19.0,17.0,69.0,6.0,69.0,1.0,2.0
2.0,53.0,18.0,21.0,72.0,9.0,72.0,1.0,2.0
2.0,53.0,20.0,14.0,69.0,6.0,69.0,1.0,2.0
2.0,53.0,22.0,24.0,82.0,11.0,82.0,1.0,2.0
2.0,53.0,19.0,20.0,69.0,13.0,69.0,1.0,2.0
2.0,53.0,19.0,14.0,68.0,6.0,68.0,1.0,2.0
2.0,67.0,18.0,17.0,89.0,8.0,89.0,1.0,2.0
2.0,63.0,17.0,13.0,77.0,6.0,77.0,1.0,2.0
2.0,56.0,18.0,11.0,79.0,9.0,79.0,1.0,2.0
2.0,56.0,19.0,12.0,73.0,8.0,73.0,1.0,2.0
2.0,64.0,19.0,16.0,95.0,9.0,95.0,1.0,2.0
2.0,64.0,20.0,16.0,111.0,12.0,111.0,1.0,0.0
2.0,53.0,19.0,13.0,70.0,8.0,70.0,1.0,2.0
3.0,63.0,22.0,8.0,74.0,4.0,74.0,1.0,2.0
3.0,73.0,22.0,19.0,45.0,5.0,73.0,2.0,2.0
3.0,58.0,23.0,14.0,47.0,6.0,58.0,2.0,2.0
3.0,65.0,23.0,13.0,52.0,5.0,65.0,2.0,2.0
3.0,67.0,24.0,9.0,45.0,4.0,67.0,2.0,2.0
3.0,61.0,24.0,13.0,40.0,6.0,61.0,2.0,2.0
3.0,56.0,23.0,8.0,44.0,4.0,56.0,2.0,2.0
3.0,65.0,25.0,10.0,48.0,5.0,65.0,2.0,2.0
3.0,52.0,22.0,8.0,97.0,4.0,97.0,1.0,2.0
3.0,69.0,23.0,13.0,113.0,7.0,113.0,1.0,0.0
3.0,86.0,23.0,18.0,53.0,5.0,86.0,2.0,2.0
3.0,59.0,22.0,17.0,64.0,4.0,64.0,1.0,2.0
3.0,67.0,25.0,14.0,51.0,3.0,67.0,2.0,2.0
3.0,53.0,23.0,13.0,53.0,8.0,23.0,4.0,1.0
3.0,63.0,22.0,11.0,47.0,4.0,63.0,2.0,2.0
3.0,52.0,27.0,5.0,26.0,4.0,52.0,2.0,2.0
3.0,66.0,26.0,13.0,49.0,5.0,66.0,2.0,2.0
3.0,59.0,24.0,10.0,73.0,4.0,73.0,1.0,2.0
3.0,70.0,24.0,15.0,69.0,5.0,70.0,2.0,2.0
3.0,57.0,24.0,12.0,87.0,4.0,87.0,1.0,2.0
3.0,63.0,23.0,12.0,53.0,5.0,63.0,2.0,2.0
3.0,55.0,25.0,7.0,67.0,4.0,67.0,1.0,2.0
3.0,59.0,24.0,10.0,78.0,4.0,78.0,1.0,2.0
3.0,59.0,24.0,8.0,65.0,4.0,65.0,1.0,2.0
3.0,58.0,26.0,8.0,52.0,6.0,58.0,2.0,2.0
3.0,62.0,26.0,9.0,61.0,5.0,62.0,2.0,2.0
3.0,53.0,24.0,18.0,76.0,7.0,76.0,1.0,2.0
